"Title","Author","Main Genre","Sub Genre","Type","Rating","No. of People rated","Price","Number of Sub-genres"
"The Shortest History of Economics","Andrew Leigh","Politics","Political Ideologies","Paperback",5,1,16.45,7
"The Saffron Storm: From Vajpayee to Modi","Saba Naqvi","Politics","Political Ideologies","Paperback",5,2,20.28,7
"The Evolution of Pragmatism in India : An Intellectual Biography of B.R. Ambedkar","Scott R. Stroud","Politics","Political Ideologies","Paperback",4.6,51,19.46,7
"Urban Naxals: The Making Of Buddha In A Traffic Jam","Vivek Agnihotri","Politics","Political Ideologies","Paperback",4.7,1644,14.56,7
"Jesus Christ an artifice for aggression","Sita Ram Goel","Politics","Political Ideologies","Unknown Binding",4.5,27,5.24,7
"India's Experiment With Democracy: The Life of a Nation Through its Elections","S.Y. Quraishi","Politics","Political Ideologies","Paperback",4.3,22,23.1,7
"One World Order","Coleman","Politics","Political Ideologies","Paperback",4.7,74,62.74,7
"Caste: The International Bestseller [Paperback] Wilkerson, Isabel","Isabel Wilkerson","Politics","Political Ideologies","Paperback",4.7,42580,27.03,7
"Emergency Chronicles: Indira Gandhi and Democracy's Turning Point","Gyan Prakash","Politics","Political Ideologies","Paperback",4.4,118,18.49,7
"The Political Marx : Aijaz Ahmad in Conversation with Vijay Prashad","Vijay Prashad","Politics","Political Ideologies","Paperback",4.7,4,7.81,7
"The Identity Trap","Yascha Mounk","Politics","Political Ideologies","Hardcover",4.4,149,43.18,7
"Renegade: Defending Democracy and Liberty in Our Divided Country","Adam Kinzinger","Politics","Political Ideologies","Hardcover",4.6,615,36.62,7
"The State and Revolution","Vladimir Ilyich Lenin","Politics","Political Ideologies","Paperback",4.6,3180,6.7,7
"Technofeudalism: What Killed Capitalism","Yanis Varoufakis","Politics","Political Ideologies","Paperback",4.3,116,28.68,7
"AYODHYA: A Battleground","Hemant Sharma","Politics","Political Ideologies","Paperback",5,3,9.85,7
"Culture and Materialism","Raymond Williams","Politics","Political Ideologies","Paperback",4.8,12,57.54,7
"Beijing Rules: China's Quest for Global Influence","Bethany Allen","Politics","Political Ideologies","Paperback",4.4,58,27.27,7
"A NEW WORLD BEGINS","Jeremy D. Popkin","Politics","Political Ideologies","Paperback",4.6,600,75.79,7
"Industrial Society and its Future: Unabomber Manifesto","Theodore John Kaczynski","Politics","Political Ideologies","Paperback",4.7,2143,17.56,7
"The Cubans: Ordinary Lives in Extraordinary Times","Anthony DePalma","Politics","Political Ideologies","Paperback",4.5,340,42.4,7
"MOHAN BHAGWAT","Kingshuk Nag","Politics","Political Ideologies","Hardcover",4.5,18,13.2,7
"THE PARADOXICAL PRIME MINISTER - HB","SHASHI THAROOR","Politics","Political Ideologies","Hardcover",4.3,938,34.89,7
"History of the Russian Revolution, The","Leon Trotsky","Politics","Political Ideologies","Paperback",4.6,301,47.5,7
"RSS, The: A View to the Inside","Walter Andersen","Politics","Political Ideologies","Hardcover",4.4,283,32.99,7
"The Transition from Feudalism to Capitalism","Christopher Hill","Politics","Political Ideologies","Paperback",4.6,45,26.59,7
"Jews Don't Count: Sunday Times Paperbacks of the Year 2022","David Baddiel","Politics","Political Ideologies","Paperback",4.5,4462,34.3,7
"The Social Contract","Jean-Jacques Rousseau","Politics","Political Ideologies","Hardcover",4.5,718,13.54,7
"Crack-Up Capitalism","Quinn Slobodian","Politics","Political Ideologies","Hardcover",4.6,61,33.43,7
"The Ideology of Power and the Power of Ideology (Verso Classics)","Goeran Therborn","Politics","Political Ideologies","Paperback",5,2,30.18,7
"Nationalism","Rabindranath Tagore","Politics","Political Ideologies","Paperback",4.5,7523,4.75,7
"Red Love","Alexandra Kollontai","Politics","Political Ideologies","Paperback",4,3,70.45,7
"Political Theory","Mahajan V.D.","Politics","Political Ideologies","Paperback",4.4,61,16.98,7
"The Origins of Totalitarianism (Penguin Modern Classics)","Hannah Arendt","Politics","Political Ideologies","Paperback",4.6,728,19.46,7
"Early Learning Educational Charts set for Kids | 45X60 cm | Set of 11 | Non-Tearable and Waterproof | Double Sided Laminated | Billingual Charts i.e each word is in English & Hindi | Perfect for Homeschooling, Kindergarten and Nursery Students | Alphabet, Numbers, Fruits, Animals","Hivex Publication","Reference","Dictionaries & Thesauruses","Product Bundle",4.1,1424,14.51,5
"Multiplication Tables Chart 1 to 20 | Maths Tables Chart for Kids | Front Side Plastic Laminated Wall Chart 29.13 X 20.07 (Inch)","TARGET PUBLICATIONS","Reference","Dictionaries & Thesauruses","Wall Chart",3.9,326,7.23,5
"Early Learning Educational Chart Set for Kids | Set of 12 LAMINATED Charts ( Printed on Both Sides ) | Non-Tearable and Waterproof | Size : 31 x 46 cm | Alphabet, Numbers, Animals..","Vidya Chitr Prakashan","Reference","Dictionaries & Thesauruses","Unknown Binding",4.1,115,9.66,5
"My First Little Librarian: Boxset of 24 Best Board Books for Kids","THE BOOK TREE","Reference","Dictionaries & Thesauruses","Board book",4.5,1728,36.34,5
"Early Learning Educational Charts for Kids | Learn about English Alphabets, Fruits, Vegetables, Good Habits, Domestic, Tables 1-20, Wild Animals & Birds with Colourful Pictures for Children | Pack of 8","TARGET PUBLICATIONS","Reference","Dictionaries & Thesauruses","Paperback",4.3,234,41.44,5
"A DICTIONARY OF ECONOMICS P 5E (Oxford Quick Reference)","Nigar Hashimzade","Reference","Dictionaries & Thesauruses","Paperback",4.4,217,23.66,5
"Little Oxford English Dictionary | 9th Indian Edition","N/A","Reference","Dictionaries & Thesauruses","Paperback",4.3,553,14.8,5
"ENGLISH-ENGLISH-TAMIL DICTIONARY","Murugan V","Reference","Dictionaries & Thesauruses","Hardcover",4.5,593,45.61,5
"OXFORD LEARNER'S POCKET THESAURUS: PB","Oxford Dictionaries","Reference","Dictionaries & Thesauruses","Paperback",4.2,149,8.98,5
"MINI ENG-HINDI DICTIONARY","Oxford University Press","Reference","Dictionaries & Thesauruses","Paperback",4.1,403,6.7,5
"A Dictionary Of Finance And Banking (Oxford Quick Reference)","Jonathan Law","Reference","Dictionaries & Thesauruses","Paperback",4.7,200,34.69,5
"HIEROGLYPH-ER DESHE","ANIRBAN GHOSH","Reference","Dictionaries & Thesauruses","Hardcover",4.7,322,19.65,5
"Rajpal Concise Hindi English Dictionary","Dr. Hardev Bahri","Reference","Dictionaries & Thesauruses","Hardcover",4.3,262,8.15,5
"Oxford English Mini Dictionary With Arihant General Knowledge 2024","Oxford University Press & Manohar Pandey","Reference","Dictionaries & Thesauruses","Hardcover",0,0,9.36,5
"Oxford Dictionary Of Sociology | Oxford Quick Reference | 4th Edition","John Scott","Reference","Dictionaries & Thesauruses","Paperback",4.6,968,18.73,5
"The Student's Sanskrit-English Dictionary: Containing Appendices on Sanskrit Prosody and Important Literary and Geographical Names in the Ancient Hist. of India","Vaman Shivram Apte","Reference","Dictionaries & Thesauruses","Paperback",4.4,219,20.14,5
"THE OXFORD DICTIONARY OF PHILOSOPHY 3E (Oxford Quick Reference)","Simon Blackburn","Reference","Dictionaries & Thesauruses","Paperback",4.5,315,18.92,5
"A DICTIONARY OF PSYCHOLOGY 4E OPR (Oxford Quick Reference)","Andrew M. Colman","Reference","Dictionaries & Thesauruses","Paperback",4.6,847,25.23,5
"OXFORD ESSENTIAL GERMAN DICTIONARY 1E: PB","Oxford Dictionaries","Reference","Dictionaries & Thesauruses","Paperback",4.4,934,15.28,5
"French English Illustrated Dictionary","DK","Reference","Dictionaries & Thesauruses","Flexibound",4.7,33,54.29,5
"Compact English-English-Telugu Dictionary","Oxford University Press India","Reference","Dictionaries & Thesauruses","Paperback",4.2,301,16.93,5
"The Ultimate Guide To Business Jargon (Volume 1) : Clarity on Management Terms in 100 Words Each","Ashok Grover","Reference","Dictionaries & Thesauruses","Paperback",4.4,18,6.99,5
"Arabic-English Dictionary: The Hans Wehr Dictionary of Modern Written Arabic (English and Arabic Edition)","Hans Wehr","Reference","Dictionaries & Thesauruses","Paperback",4,56,141.15,5
"Roget's Thesaurus of English Words and Phrases (Penguin Reference) Davidson, George","George Davidson","Reference","Dictionaries & Thesauruses","Paperback",4.6,542,33.46,5
"MLA Handbook","Modern Language Association","Reference","Dictionaries & Thesauruses","Paperback",4.5,3055,37.94,5
"Easy Learning Spanish Grammar (Collins Easy Learning Spanish)","Collins Dictionaries","Reference","Dictionaries & Thesauruses","Paperback",4.5,63,9.66,5
"Oxford English Mini Dictionary","Oxford Languages","Reference","Dictionaries & Thesauruses","Paperback",4.7,6187,13.34,5
"A DICTIONARY OF SCIENCE 7E P","Jonathan Law","Reference","Dictionaries & Thesauruses","Paperback",4.4,251,31.54,5
"500 Foreign Words & Phrases You Should Know to Sound Smart: Terms to Demonstrate Your Savoir Faire, Chutzpah, and Bravado","Peter Archer","Reference","Dictionaries & Thesauruses","Kindle Edition",4.3,46,12.68,5
"Roget's Thesaurus of Words for Intellectuals: Synonyms, Antonyms, and Related Terms Every Smart Person Should Know How to Use","David Olsen","Reference","Dictionaries & Thesauruses","Kindle Edition",4.4,120,19.53,5
"French Short Stories: Thirty French Short Stories for Beginners to Improve your French Vocabulary - Volume 2","Dylane Moreau","Reference","Dictionaries & Thesauruses","Paperback",4.8,36,28.19,5
"Russian-English Bilingual Visual Dictionary with Free Audio App (DK Bilingual Visual Dictionary)","DK","Reference","Dictionaries & Thesauruses","Paperback",4.7,1089,23.31,5
"German English Illustrated Dictionary","DK","Reference","Dictionaries & Thesauruses","Flexibound",4.8,22,56.44,5
"OXFORD PICTURE DICTIONARY 3E","Jayme Adelson-Goldstein","Reference","Dictionaries & Thesauruses","Paperback",4.6,972,27.08,5
"Oxford English Dictionary For Schools","Oxford Univresity Press","Reference","Dictionaries & Thesauruses","Unknown Binding",0,0,13.97,5
"THE OXFORD DICTIONARY OF LITERARY TERMS 4E (Oxford Quick Reference)","Chris Baldick","Reference","Dictionaries & Thesauruses","Paperback",4.4,476,18.92,5
"English - Sanskrit Dictionary (Recomposed & Enlarge Edition) Paperback","Vaman Shivram Apte","Reference","Dictionaries & Thesauruses","Paperback",3.8,11,14.51,5
"The Complete Rhyming Dictionary: Updated and Expanded","Clement Wood","Reference","Dictionaries & Thesauruses","Mass Market Paperback",4.6,2804,17.79,5
"Tally Erp 9(with Cd)","SHRADDHA SINGH","Reference","Dictionaries & Thesauruses","Paperback",3.8,215,11.26,5
"My First Picture Books Collection","Wonder House Books","Reference","Dictionaries & Thesauruses","Cards",4.2,1732,13.97,5
"Roget's International Thesaurus, 8th Edition","Barbara Ann Kipfer","Reference","Dictionaries & Thesauruses","Hardcover",4.6,311,49.93,5
"Webster’s Easy Learning English Conversation: Book 2 (Collins Easy Learning English)","Collins Dictionaries","Reference","Dictionaries & Thesauruses","Paperback",4.8,10,14.22,5
"Cambridge Essential English Dictionary (Cambridge Essential Eng Dictio)","Colin McIntosh","Reference","Dictionaries & Thesauruses","Paperback",4.8,167,19.36,5
"Dictionary of Literary Terms & Literary","NA","Reference","Dictionaries & Thesauruses","Paperback",4.5,757,48.47,5
"First School Dictionary: Illustrated dictionary for ages 5+ (Collins First Dictionaries)","Collins Dictionaries","Reference","Dictionaries & Thesauruses","Paperback",4.6,423,33.92,5
"Rajpal English Hindi Dictionary","Dr. Hardev Bahri","Reference","Dictionaries & Thesauruses","Hardcover",4,18,7.28,5
"OXFORD ESSENTIAL SPANISH DICTIONARY 1E: PB","Oxford Dictionaries","Reference","Dictionaries & Thesauruses","Paperback",4.6,1338,14.07,5
"COMPACT ENGLISH-ENGLISH-TAMIL DICTIONARY (PLC)","Dr V. Murugan","Reference","Dictionaries & Thesauruses","Hardcover",4.2,227,19.89,5
"Easy Learning German Dictionary (Collins Easy Learning German)","Collins Collins","Reference","Dictionaries & Thesauruses","Paperback",4.6,70,19.36,5
"The American Heritage Dictionary of Idioms: American English Idiomatic Expressions & Phrases","Christine Ammer","Reference","Dictionaries & Thesauruses","Kindle Edition",4.5,171,21.75,5
"Shrimad Bhagwat Geeta Yatharoop","A.C. Bhaktivendanta Swami Prabhupada","Reference","Encyclopaedias & Reference Works","Hardcover",4.8,18815,9.7,5
"Relativity: The Special And The General Theory by Albert Einstein - Theory of Relativity | Physics and Astrophysics | Space and Time | General Relativity | Scientific Explanation | Albert Einstein Books","Albert Einstein","Reference","Encyclopaedias & Reference Works","Paperback",4.5,4704,7.18,5
"Moral Tales From Panchtantra: Timeless Stories For Children From Ancient India","Wonder House Books","Reference","Encyclopaedias & Reference Works","Hardcover",4.5,1418,9.17,5
"Princess Colouring Book (Giant Book Series): Jumbo Sized Colouring Books","Wonder House Books","Reference","Encyclopaedias & Reference Works","Paperback",4.5,2297,6.26,5
"Nature, Garden and Forest: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book)","Wonder House Books","Reference","Encyclopaedias & Reference Works","Paperback",4.5,2405,7.71,5
"The Things You Can See Only When You Slo","Haemin Sunim","Reference","Encyclopaedias & Reference Works","Paperback",4.5,5160,22.8,5
"General Knowledge 2024","Manohar Pandey","Reference","Encyclopaedias & Reference Works","Paperback",4,167,1.31,5
"Personality Development Handbook (Hindi)","D. P. Sabharwal","Reference","Encyclopaedias & Reference Works","Paperback",4.1,1022,6.26,5
"Sachchi Ramayan [Paperback] Periyar E. V. Ramasamy and Pramod Ranjan [Paperback] Periyar E. V. Ramasamy, Ed. Pramod Ranjan","Ed. Pramod Ranjan Periyar E. V. Ramasamy","Reference","Encyclopaedias & Reference Works","Paperback",4.4,731,7.04,5
"How To Make Profit In Share Market | A Book to Learn Golden Rules for Earn Money by Long Term Investing, SIP (Systematic Investment Plan), Mutual Fund, Options Trading, Loss Recover Strategies- Book in English","Mahesh Chandra Kaushik","Reference","Encyclopaedias & Reference Works","Paperback",4,740,6.31,5
"On Writing Well : The Classic Guide to Writing Nonfiction","William Zinsser","Reference","Encyclopaedias & Reference Works","Paperback",4.5,237,20.33,5
"Stock Market Mein Safal Hone Ke 41 Tips | Useful Book to Learn Methods for Intraday, Swing Trade, Option Trading, BTST Trading and Trading Indicators- Book in Hindi","Mahesh Chandra Kaushik","Reference","Encyclopaedias & Reference Works","Hardcover",4.1,1319,7.76,5
"Shiva by Shubha Vilas – English | Hindu Philosophy | Religious Book on Hindu God | Spiritual Books on Hinduism/ Sanatan Dharma | Devotional Stories.","Shubha Vilas","Reference","Encyclopaedias & Reference Works","Paperback",4.5,62,7.81,5
"Days at the Morisaki Bookshop : A charming and uplifting Japanese translated story on the healing power of books","Satoshi Yagisawa","Reference","Library & Information Science","Paperback",4.2,1843,14.51,5
"Checklist Manifesto The (R/J)","Gawande Atul","Reference","Library & Information Science","Paperback",4.4,13155,10,5
"NCERT | CLASS 11 | BIOLOGY | ENGLISH MEDIUM | 2023","SHRESTH BOOK SHOP","Reference","Library & Information Science","Paperback",4.2,19,5.34,5
"Kundalini Tantra: 1","Swami Satyananda Swami Satyanand Saraswati","Reference","Library & Information Science","Paperback",4.7,940,16.01,5
"Untamed","Glennon Doyle","Reference","Library & Information Science","Paperback",4.5,14187,23.73,5
"1984 | George Orwell | International Bestseller Paperback Book","George Orwell","Reference","Library & Information Science","Hardcover",4.5,125234,5.29,5
"Tom Gates #01: The Brilliant World of Tom Gates [Paperback] Liz Pichon","Pichon L","Reference","Library & Information Science","Paperback",4.6,8275,13.07,5
"Dune Messiah","Frank Herbert","Reference","Library & Information Science","Paperback",4.3,25966,19.46,5
"Originals","Adam Grant","Reference","Library & Information Science","Paperback",4.5,7048,18.87,5
"NCERT | CLASS 12 | PHYSICS | CHEMISTRY | BIOLOGY | 2023 | COMBO OF 5 BOOKS SET |","SHRESTH BOOK SHOP","Reference","Library & Information Science","Paperback",0,0,25.57,5
"Meditations (Chump Change Edition)","Marcus Aurelius","Reference","Library & Information Science","Hardcover",4.3,3149,1.21,5
"101 Dinosaurs - Encyclopedia for 7 to 10 year old kids","Team Pegasus","Reference","Library & Information Science","Paperback",4.4,265,8.39,5
"The Setting Sun","Osamu Dazai","Reference","Library & Information Science","Paperback",4.7,2370,19.36,5
"The Bhagavad Gita: God Talks With Arjuna (2 Vol Set): The Bhagavad Gita (Set Of 2 Vol)","Paramahansa Yogananda","Reference","Library & Information Science","Paperback",4.7,1406,27.9,5
"Introduction to Tantra Sastra","Sir John Woodroffe/Arthur Avalon","Reference","Library & Information Science","Paperback",4.4,130,8.73,5
"Ask and It Is Given: Learning to Manifest Your Desires","Esther Hicks","Reference","Library & Information Science","Paperback",4.6,14501,34.45,5
"India in the Persianate Age","Richard M. Eaton","Reference","Library & Information Science","Paperback",4.5,530,28.09,5
"Meditations from the Tantras: 1","Swami Satyananda Saraswati","Reference","Library & Information Science","Paperback",4.6,377,10.77,5
"Colon Classificiation: The Basic Classification (Ranganathan Series in Library Science)","S. R. Ranganathan","Reference","Library & Information Science","Paperback",4.2,146,14.51,5
"Knowledge Encyclopaedia Ocean!: Our Watery World As You've Never Seen It Before (Knowledge Encyclopedias) [Hardcover] DK","DK","Reference","Library & Information Science","Hardcover",4.8,1462,36.88,5
"How to Draw for Kids: Learn to Draw Step by Step, Easy and Fun (Step-By-Step Drawing Books)","Dp Kids","Reference","Library & Information Science","Paperback",4.5,2426,26.98,5
"A Naturalist’s Guide to the Birds of India","Bikram Grewal","Reference","Library & Information Science","Paperback",4.5,225,16.84,5
"Lucent's General Science","Ravi Bhushan","Reference","Library & Information Science","Paperback",4.3,3394,9.7,5
"Holy Science - Hindi","Sri Sri Yukteswar Giri","Reference","Library & Information Science","Paperback",4.6,786,4.15,5
"Breath","James Nestor","Reference","Library & Information Science","Paperback",4.6,26363,29.11,5
"You Are a Goddess: Working with the Sacred Feminine to Awaken, Heal and Transform","Sophie Bashford","Reference","Library & Information Science","Paperback",4.7,732,53.32,5
"The Ultimate Wodehouse Collection","P.G. Wodehouse","Reference","Library & Information Science","Kindle Edition",4.6,1316,2.68,5
"Children of Dune: 3","Frank Herbert","Reference","Library & Information Science","Paperback",4.5,16361,19.36,5
"Neem Karoli Baba : An Indian Incarnation of Lord Hanuman- A devotional book for those whose life has become meaningless","VISHNU RATNA","Reference","Library & Information Science","Paperback",4.2,93,16.55,5
"Man's Eternal Quest: Collected Talks & Essays On Realizing God In Daily Life (Volume - 1): Collected Talks and Essays on Realizing God in Daily Life","Yogoda Satsanga","Reference","Library & Information Science","Paperback",4.7,479,5.68,5
"Angel Prayers: Harnessing the Help of Heaven to Create Miracles","Kyle Gray","Reference","Library & Information Science","Hardcover",4.8,1446,37.24,5
"The Ugly Five","Julia Donaldson","Reference","Library & Information Science","Paperback",4.7,5874,10.87,5
"A Yogic Path Oracle Deck and Guidebook (","Sahara Ketabi Rose","Reference","Library & Information Science","Cards",4.7,3472,52.26,5
"The Interior Design Reference & Specification Book updated & revised","Chris Grimley","Reference","Library & Information Science","Paperback",4.6,1191,32.99,5
"Bihar Ek Parichay Complete Book in Hindi","kamar hasan","Reference","Library & Information Science","Perfect Paperback",4.1,310,5.34,5
"Atmospheres: Architectural Environments. Surrounding Objects","Peter Zumthor","Reference","Library & Information Science","Hardcover",4.7,116,153.76,5
"Let's Talk about Body Boundaries, Consent and Respect: Teach Children about Body Ownership, Respect, Feelings, Choices and Recognizing Bullying Behaviors","Sarah Jennings Jayneen Sanders","Reference","Library & Information Science","Paperback",4.7,4857,28.14,5
"Letters to a Young Poet","Rainer Maria Rilke","Reference","Library & Information Science","Paperback",4.4,751,18.83,5
"Essentials of Strength Training and Conditioning","National Strength & Conditioning Associa Greg Haff G.Gregory Haff N. Travis Triplett G. Gregory (EDT) Haff","Reference","Library & Information Science","Hardcover",4.6,1370,72.73,5
"Kaoboys of R&AW: Down Memory Lane","B. Raman","Reference","Library & Information Science","Hardcover",4.5,535,33.87,5
"Science - My Knowledge Book","Team Pegasus","Reference","Library & Information Science","Paperback",4.4,508,4.8,5
"Scrum Insights for Practitioners: The Scrum Guide Companion","Hiren Doshi","Reference","Library & Information Science","Paperback",4.3,322,9.41,5
"Science of Yoga","Ann Swanson","Reference","Library & Information Science","Paperback",4.7,4554,68.56,5
"Loom of Time- Low Priced Edn","Kalidasa","Reference","Library & Information Science","Paperback",4.6,214,7.86,5
"US (REISSUE)","David Nicholls","Reference","Library & Information Science","Paperback",4,25063,42.16,5
"My First 4 In 1 Alphabet Numbers Colours Shapes: Padded Board Books","Wonder House Books","Reference","Words, Language & Grammar","Board book",4.3,5546,8.69,5
"5000 + Daily Use English Sentences | Kanchan Keshari","Kanchan Keshari","Reference","Words, Language & Grammar","Paperback",4.2,1118,14.02,5
"Cursive Handwriting - Sentence: Practice Workbook","Wonder House Books","Reference","Words, Language & Grammar","Paperback",4.2,559,4.8,5
"How to Stop Worrying and Start Living: Original Edition | Premium Paperback","Dale Carnegie","Reference","Words, Language & Grammar","Paperback",4.4,27619,4.8,5
"VASHISTA 360 SPOKEN ENGLISH 45 DAYS CHALLENGE ( TELUGU )","VASHISTA 360","Reference","Words, Language & Grammar","Perfect Paperback",5,1,12.57,5
"Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words [Paperback] Maple Press","Maple Press","Reference","Words, Language & Grammar","Paperback",4.4,1495,14.31,5
"Cursive Handwriting Joining Letters Practice Workbook For Children","Wonder House Books","Reference","Words, Language & Grammar","Paperback",4.5,149,4.8,5
"Speed Writing In Improved Handwriting - Cursive writing - Book A (For Age 6-9 Years) - Cursive handwriting practice book","Alphabet Education","Reference","Words, Language & Grammar","Paperback",4.2,858,12.13,5
"The Quick And Easy Way To Effective Speaking - Fingerprint!","Dale Carnegie","Reference","Words, Language & Grammar","Paperback",4.3,1967,5.29,5
"Cursive Handwriting Capital Letters Practice Workbook For Children","Wonder House Books","Reference","Words, Language & Grammar","Paperback",4.3,242,4.8,5
"30 Days to Better English","Norman Lewis","Reference","Words, Language & Grammar","Paperback",4.1,764,5.09,5
"First All in One Writing Book (Practice)","Maple Press","Reference","Words, Language & Grammar","Paperback",4.4,983,4.61,5
"Rapidex English Speaking Course Latest Edition","Pustak Mahal Editorial Board","Reference","Words, Language & Grammar","Paperback",4.2,3272,8.6,5
"Essential English Grammar with Answers, 2nd Edition","Raymond Murphy","Reference","Words, Language & Grammar","Paperback",4.3,3534,13.39,5
"Story Book for Kids - First Reader (Illustrated) (Set of 6 Books) (Hindi) - Phonic stories - Bedtime Stories - 2 Years to 6 Years Old - Read Aloud to Infants, Toddlers","Maple Press","Reference","Words, Language & Grammar","Paperback",4.4,88,6.74,5
"THE QUICK & EASY WAY TO EFFECTIVE SPEAKING","Dale Carnegie","Reference","Words, Language & Grammar","Paperback",4.2,4659,5.24,5
"Crossword Puzzles Boxed Set [4 Books] - 680+ Engaging Crossword Puzzles | Page Count: 768 |8000+ Words for Vocabulary Building | Puzzles with Answer Sheet |Boosts Cognitive Skills | Easy-To-Read Format | Clear Markings | Bold Text","Wonder House Books","Reference","Words, Language & Grammar","Board book",4.4,27,14.12,5
"Ambedkar's India: A Collection of 3 Works by B.R. Ambedkar on Castes & Constitution | Writings by the Father of the Constitution","B.R.Ambedkar","Reference","Words, Language & Grammar","Paperback",4.6,2760,5.77,5
"Animal ABC Board Book – Illustrated A to Z Alphabet Book for Kids | Animal Book with Pictures | Bold Text | Soft Round Edges | Child-friendly Material | Easy To Hold Early Learning ABC Book for Children | Age Group: 2+","Maria Harding","Reference","Words, Language & Grammar","Board book",4.3,2610,9.66,5
"The Great Train Journey","Ruskin Bond","Reference","Words, Language & Grammar","Paperback",4.4,2023,5.29,5
"Story Book for Kids - First Reader (Illustrated) (Set of 12 Books) - Phonic stories - Bedtime Stories - 2 Years to 6 Years Old - Read Aloud to Infants, Toddlers","Maple Press","Reference","Words, Language & Grammar","Paperback",4.1,41,13.44,5
"Hindi Sulekh - Varanmala - Handwriting Practice Workbook for Kids 3-6 Years Old","Maple Press","Reference","Words, Language & Grammar","Paperback",4.4,2605,4.61,5
"Speed Writing In Improved Handwriting - Cursive writing - Book B (For Age 9+ Years) - Cursive handwriting practice book","Alphabet Education","Reference","Words, Language & Grammar","Paperback",4.2,1017,12.13,5
"Practical Vedanta (Swami Vivekananda Motivational & Inspirational Book) - Embracing Practical Wisdom: Swami Vivekananda's Teachings on Applying Vedanta in Daily Life","Swami Vivekananda","Religion","Buddhism","Kindle Edition",4.7,220,2.58,12
"Think Like a Monk 1st edition - Train your M","Jay Shetty","Religion","Buddhism","Paperback",4.6,28099,16.25,12
"Take It Easy: Zen and a Totally Different Approach Towards Life","Osho","Religion","Buddhism","Audible Audiobook",5,8,28.43,12
"Big Panda and Tiny Dragon : The beautifully illustrated novel about friendship and hope","James Norbury","Religion","Buddhism","Hardcover",4.7,4550,29.31,12
"The Miracle Of Mindfulness : The Classic Guide to Meditation by the World's Most Revered Master","Thich Nhat Hanh","Religion","Buddhism","Paperback",4.4,2421,15.72,12
"The Things You Can See Only When You Slow Down: How to be Calm in a Busy World","Haemin Sunim","Religion","Buddhism","Audible Audiobook",4.5,5160,29.84,12
"Siddhartha | Hermann Hesse | International bestseller book","Harmann hesse","Religion","Buddhism","Hardcover",4.5,19200,4.75,12
"The Journey: A Big Panda and Tiny Dragon Adventure","James Norbury","Religion","Buddhism","Hardcover",4.8,630,22.27,12
"The Things You Can See Only When You Slow Down by Haemin Sunim and Chi-Young Kim","Haemin Sunim","Religion","Buddhism","Paperback",1,1,10.43,12
"Ikigai: The Japanese secret to a long and happy life (Telugu)","Héctor García","Religion","Buddhism","Hardcover",4.4,462,12.57,12
"The Heart Of Buddha's Teaching","Thich Nhat Hanh","Religion","Buddhism","Paperback",4.5,6712,19.7,12
"25 Greatest Speeches of Vivekananda: Collectable Edition – A Classic Collection of Great Speeches | Wisdom | Indian Philosophy | Vedanta | Inspirational Talks on Hinduism, Philosophy, and Self-Realization | Spiritual | Enlightenment","Swami Vivekananda","Religion","Buddhism","Paperback",4.6,397,9.41,12
"Think Like a Monk: The secret of how to harness the power of positivity and be happy now","Jay Shetty","Religion","Buddhism","Kindle Edition",4.6,28099,9.17,12
"Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","Religion","Buddhism","Paperback",4.6,4017,14.85,12
"The Dhammapada : The Teachings of The Buddha (Hardcover Library Edition)","Gautam Buddha","Religion","Buddhism","Hardcover",4.3,8,9.17,12
"Zen in the Martial Arts","Joe Hyams","Religion","Buddhism","Mass Market Paperback",4.7,935,19.71,12
"Bharat Ka Samvidhan (भारत का संविधान)","Dr. B.R. Ambedkar","Religion","Buddhism","Hardcover",4.2,53,22.56,12
"When Things Fall Apart","Pema Chödrön","Religion","Buddhism","Paperback",4.5,9503,16.5,12
"The Book of Wisdom: The Heart of Tibetan Buddhism","Osho","Religion","Buddhism","Audible Audiobook",4.7,201,28.43,12
"Anger: Buddhist Wisdom for Cooling the Flames","Thich Nhat Hanh","Religion","Buddhism","Paperback",4.5,2476,19.46,12
"INDIAN PHILOSOPHY VOLUME 1 SECOND EDITION (OIP)","S. Radhakrishnan","Religion","Buddhism","Paperback",4.6,319,21.64,12
"Fear: Essential Wisdom for Getting Through The Storm","Thich Nhat Hanh","Religion","Buddhism","Paperback",4.5,3558,19.46,12
"Bhagwan Buddha Ani Tyancha Dhamma डॉ. बाबासाहेब आंबेडकर Tathagat Gautam Budha Aani Dr. Babasaheb Ambedkar Book in Marathi Books and His Dhama Buddhism गौतम ब�?द्ध आणि त्यांचा धम्म मराठी चरित्र प�?स्तक Dharma Charitra Biography ब�?क्स ब�?क, डा बाबा साहेब, डॉ भीमराव अम्बेडकर, अंबेडकर","Babasaheb Ambedkar","Religion","Buddhism","Hardcover",4.6,42,14.07,12
"Ashtavakra Geeta (Hindi Edition)","SWAMI PRAKHAR PRAGYANAND","Religion","Buddhism","Kindle Edition",4.5,344,4.53,12
